,Unnamed: 0,speech_id,triplet_id,title,date,link,date_character,source,year,text,results_coder_1,results_coder_2
131,132,5388,5388_8,Speech - Ireland and Europe: geared up for growth,3/5/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_187,5-Mar-14,speech,2014,"I have not even set foot on the grass! 	
   When I was last here, in April 2008, it was for a debate on ""Why young people should be interested in the European Union"". 	
   Since then, so many things happened.",none,none
132,133,5398,5398_19,Europe's cultural dimension 10 years on,3/3/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_170,3-Mar-14,speech,2014,"What kind of Europe do we want for the future?  
	
   I will not give you now my secret wish that you asked to formulate for ourselves, but I can tell you that part of my wish was precisely to have a more cultural Europe. A Europe where the value of culture should probably be seen at a higher level than the value of politics.",none,discretionary
133,134,5426,5426_41,Speech: The United Kingdom and the EU Ã¢Â€Â“ inevitably drifting apart?,2/17/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_137,17-Feb-14,speech,2014,"	
   So why has the prospect of full judicial control by the Court of Justice shaken these foundations? The UK's Government has notified its intention to opt-out of 135 measures in this area. This has raised considerable concern €“ voiced by practitioners, Police Chiefs and even a former Director of MI5.",none,none
134,135,5429,5429_44,Reforming Europe in a changing world,2/14/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_131,14-Feb-14,speech,2014,"
	
   - Under our programme for smart and better regulation, which I launched back in 2005, we have presented 660 initiatives for simplification, cut administrative burden by over 25% and have repealed more than 5.590 legal acts. For example, we no longer have unnecessarily complex rules on fruit and vegetable standards, so you will already have seen you can buy cucumbers in all the shapes and sizes you may wish. 
	
   - As I have said very clearly and very often before, not everything needs a solution at European level.",discretionary,discretionary
135,136,5446,5446_58,Speech: Labour Mobility in the European Union Ã¢Â€Â“ The Inconvenient Truth,2/10/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_115,10-Feb-14,speech,2014,"
	At EU level, the percentage of recent intra-EU mobile citizens aged 15 to 34 (48.6%) is much higher than that of the total population of the countries of origin (24.6%). 
	The difference is even greater in the case of mobile citizens from the Central and Eastern European Member States, where the figures are 52.9% and 26.9% respectively. 
	This may be a problem, in particular for the public finances and the sustainability of social security systems, especially in countries where the demographic outlook is unfavourable.",none,none
136,137,5451,5451_32,Speech - Opening a Path for Recovery: Competition in Financial Markets,2/6/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_108,6-Feb-14,speech,2014,"	The main cartel decision involving financial institutions is from last December, when seven international banks and a broker received fines for a total of ‚¬1.7 billion for creating cartels in the markets for interest rate derivatives. This is part of the European Commission's response to what the press calls the LIBOR scandal. 	In these cartel decisions €“ called €œsettlement decisions€ €“ the companies involved must acknowledge liability for the infringement.",none,none
137,138,5479,5479_17,Speech: A data protection compact for Europe,1/28/2014,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_62,28-Jan-14,speech,2014,The Commission has made 13 concrete recommendations. 13 ways to improve all aspects of the functioning of Safe Harbour. Let me put it simply: we kicked the tyres and saw that repairs are needed.,prescriptive,prescriptive
138,139,5590,5590_52,"Speech - ""An Industrial Compact for Europe""",12/3/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_1008,3-Dec-13,speech,2013," 
	Reducing the burden on companies means, first of all, legislating less and better. The EU must be an example. To accomplish this, we have implemented an obligatory competitiveness test for each new legislative proposal.",none,discretionary
139,140,5597,5597_6,Speech by President Barroso at the 17th Tourism Summit,12/2/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_1002,2-Dec-13,speech,2013,"And all this has given tremendous support to the development of Europe's tourism sector. 
	But I am not here to talk about the accomplishments of the past. There is no time for self-complacency, neither for your sector, tourism, nor for Europe.",none,none
140,141,5609,5609_8,"What future for Europe's young people? 
Concept and contribution of the Youth Guarantee",11/28/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_993,28-Nov-13,speech,2013,"	In the UK, youth unemployment affected 21% of the young active population active on the labour market, and over 12% of the total young population. 	But the problem is of course not just youth unemployment, but also discouragement and inactivity, i.e. dropout from the labour market and giving up on trying to find work. 	This is why policy-makers across Europe tend to look at the so-called NEET rate, capturing all those neither in employment, nor in education or training.",none,none
141,142,5671,5671_51,Speech - Strengthening the European Social Model,11/11/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_901,11-Nov-13,speech,2013,"The social partners' capacity and structural position needs strengthening. Only thereafter can social dialogue produce sustainable results. 	Conclusions
	Ladies and Gentlemen,
	Two decades ago, in the early phase of the Central and Eastern European transition, but also ten years ago, at the time of EU accession, the hopes and ambitions of economic and social development were key drivers of political change.",none,none
142,143,5674,5674_44,Speech - Competition in the online world,11/11/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_905,11-Nov-13,speech,2013,"	In September the Commission adopted a regulatory package which aims at achieving a single telecoms market by harmonising rules in national markets. 	However, this is not the end of the journey. Even if all our initiatives are adopted soon and start to be implemented, we will still have 28 national telecom regulators and national allocation of spectrum.",prescriptive,prescriptive
143,144,5689,5689_12,Speech - Restoring confidence in the EU,11/7/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_895,7-Nov-13,speech,2013,"	When the ECB becomes fully responsible one year from now, the banking system of the euro area will have completed its restructuring process €“ started five years ago. 	I recognise that Europe has been slow, but that is because €œdemocracy€ time is necessarily longer than €œmarket€ time. It is also because of the way it has approached the necessary restructuring.",none,none
144,145,5701,5701_1,Speech - Erste Frankfurter Europa-Rede,11/5/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_878,5-Nov-13,speech,2013,"
	
	European Commission
	JosÃƒ© Manuel DurÃƒ£o Barroso
	President of the European Commission
	Erste Frankfurter Europa-Rede
	
	
	Frankfurter Paulskirche/Frankfurt
	5 November 2013
	Excellencies,
	Ladies and gentlemen,
	Dear friends,
	Let me start by thanking the MinisterprÃƒ¤sident of Hessen, Volker Bouffier, for inviting me to this ""Erste Frankfurter Europarede"". It is a great honour for me to be the one to launch, together with you, and with OberbÃƒ¼rgermeister Peter Feldmann, what will hopefully become a lasting tradition in the years to come. 	I then want to congratulate the Deputy MinisterprÃƒ¤sident and Minister for European affairs, JÃƒ¶rg-Uwe Hahn, and also particularly the Secretary of State, Mrs Breier, for their true European commitment and for taking the initiative to create the ""Europa-Dialog Hessen"" one year ago.",none,none
145,146,5704,5704_45,Speech - What's the Deal with the EU-US Free Trade Agreement?,10/30/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_865,30-Oct-13,speech,2013,"
	This statement is firmly inscribed in the European Treaties and is followed by a genuine commitment of European leaders to achieve this goal. It is not always an easy game. It is rather a continuous process requiring the art to negotiate and accept compromises.",none,none
146,147,5747,5747_36,"Speech - The UK in the EU Single Market: 
What Next? Opportunities and challenges",10/17/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_826,17-Oct-13,speech,2013, It affects people in their daily lives. The student from Swansea on Erasmus in Salamanca. The manufacturer in Manchester finding suppliers in Maastricht.,none,none
147,148,5776,5776_36,Speech - One single telecom market for Europe!,10/8/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_787,8-Oct-13,speech,2013,"The former offer the scale to compete globally; the latter the space to do what they do best, and innovate and adapt to local needs and features. 	A single market where smaller companies find partners, in order to gain network effects to provide real efficiencies in areas like roaming. A single market where successful models in some of our Member States, based on strong competition, efficient network investment and low unit costs which are passed on to consumers, and which drive market demand and revenue growth €“ across Europe!",prescriptive,discretionary
148,149,5846,5846_78,State of the Union address 2013,9/11/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_684,11-Sep-13,speech,2013,"
	If you don't like Europe as it is: improve it! 
	Find ways to make it stronger, internally and internationally, and you will have in me the firmest of supporters. Find ways that allow for diversity without creating discriminations, and I will be with you all the way.",none,none
149,150,5861,5861_23,Speech: The EU and the Rule of Law Ã¢Â€Â“ What next?,9/4/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_677,4-Sep-13,speech,2013,"Because it leads to an important conclusion for the rule of law. In the European Union, the rule of law is not only preserved centrally, by the EU institutions and the Court of Justice. It is a duty of each national legal system to uphold the Treaties, to defend the rights granted under the EU Treaties.",discretionary,prescriptive
150,151,6005,6005_30,Speech by President Barroso at the opening session of the Industrial policy conference,6/6/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_509,6-Jun-13,speech,2013,"Apart from being unfair, I believe this is completely dysfunctional in a single market, so we have to address this. 
	Of course the stable solution for this can only come from the rebalancing of the economy, from the healthy reforms to be implemented. So for restoring of confidence there will be no quick fixes.",discretionary,discretionary
151,152,6011,6011_8,Speech: Promoting social cohesion and solidarity at a time of growing inequalities,6/4/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_500,4-Jun-13,speech,2013,"
	Finally, in Spain, Latvia and Romania, the better-off lost a higher percentage of their income than the poor, although income in Latvia suffered heavily across the distribution. In this small group of countries one could speak of fiscal consolidation being designed in a slightly 'progressive' way. 	However, it is worth bearing in mind that a proportional income fall may actually affect the living standard of those in lower income brackets more severely.",none,none
152,153,6051,6051_52,Speech: From vision to action: putting citizens at the heart of Europe,5/24/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_458,24-May-13,speech,2013,We moved from intergovernmentalism and fragmentation to a true European policy. In only 3 years! The foundations have been laid.,none,none
153,154,6070,6070_27,Speech: The EU's Data Protection rules and Cyber Security Strategy: two sides of the same coin,5/19/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_436,19-May-13,speech,2013,"But they have more in common than objectives and aspirations. They are mutually reinforcing. 
	2/ The relationship between Data Protection and Cyber-Security 
	Personal data has become a highly valuable asset.",none,none
154,155,6075,6075_45,Speech: Opening address Civil Protection Forum,5/17/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_431,17-May-13,speech,2013,"We identified mandates and roles where we could work together and where we could not work together and why? I believe we have been successful. 	I was very pleased to get a letter from the UN Under Secretary General Valerie Amos congratulating us on the new Emergency Response Centre.",none,none
155,156,6101,6101_11,Speech: Countering the crisis: fixing Europe's monetary union and upgrading EU employment policy,5/7/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_388,7-May-13,speech,2013,"	In 2005-07, both aggregate rates were decreasing in parallel. 	Finally, the convergence stopped in 2008 and unemployment started rising much faster in the Southern and peripheral countries of the euro zone. 	We have seen divergence ever since.",none,none
156,157,6159,6159_41,Speech: The only way forward is a sustainable economy,4/17/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_327,17-Apr-13,speech,2013,Do you know that the phones you have in your pockets have within them many precious substances that have to be sourced through primary extraction? However these substances can be recovered. One of them is gold.,none,none
157,158,6172,6172_56,Speech: Europe's social crisis: Is there a way out?,4/12/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_309,12-Apr-13,speech,2013,"	The debate on repairing the economic and monetary union and putting it on much more solid footing has been going on for many years in the academia and for at least a year at the high-political level, but there is very little unity on key issues like the mandate of the central bank, or creation of a banking union with common deposit insurance and rules for winding up failed banks. 	In general, there is a lot of fear around the issue of budgetary transfers between euro zone countries. Economic theory teaches that a monetary union clearly needs a fiscal union, but we do not seem to have enough political unity at the moment to make it happen.",none,discretionary
158,159,6209,6209_49,"SPEECH - ""Getting the future we really want will depend on each one of us""",4/3/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_277,3-Apr-13,speech,2013,"Our job is to make the transition effective, smooth and just. 
	Ladies and gentlemen, 
	The 21st century is a century of fragility. We must turn it into a century of sustainability.",none,none
159,160,6221,6221_29,"SPEECH - EU Data Protection rules: Better for business, better for citizens",3/26/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_269,26-Mar-13,speech,2013,"
	That is my purpose today €“ just one year after the first European Voice data protection debate. I will refresh the fundamentals. 
	First, looking back at why the Commission tabled the data protection reform proposal just over a year ago; 
	Second, looking at the current negotiations and remind you that the rules the Commission has proposed have not fallen from the sky; and
	Third, looking ahead to the challenge of completing the negotiations within the current mandate of the European Parliament.",none,none
160,161,6268,6268_53,"Speech: Intervention in the Justice Council, 8 March 2013",3/8/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_209,8-Mar-13,speech,2013,"I committed to finding solutions within the Regulation point by point. I stand by this commitment. 
	Since December, I have had extremely constructive discussions with colleagues.",none,none
161,162,6272,6272_47,Speech: The EU's Data Protection reform: Decision-Time is Now,3/7/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_197,7-Mar-13,speech,2013,"	What will this mean in practice? That explicit consent will be needed in all circumstances? Hundreds of pop-ups on your screens?",none,none
162,163,6276,6276_27,SPEECH: Nothing to fear but fear itself: from depression to recovery in the 1930s and in today's European Union,3/7/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_200,7-Mar-13,speech,2013,"	Perhaps the economic strength of Germany is translating into hegemony of ordoliberal thinking, where the least regulated market with unbridled competition is assumed to be the most social one and where what is good for the Schwabian housewife is considered to be good for Europe as a whole. 	In reality, an approach focused predominantly on policy stability and restraint from intervention is not proving very effective in countering the growing economic and political instability and destruction in Europe. Simply letting markets work is unfortunately producing deeply anti-social outcomes.",none,none
163,164,6321,6321_19,Speech: 'L'avenir de l'UE: entre crises et mutations',2/25/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_158,25-Feb-13,speech,2013,"	Building upon what has already been achieved the European Commission has proposed a blueprint to deepen further the Economic and Monetary integration through four main pillars:
	A European banking Union with a central European bank supervisor, a single rule book and a single resolution mechanism to deal with banks in difficulty. We are moving fast in this area. 	A European fiscal Union with not only stricter control over national budget but eventually an EU fiscal capacity proper based first on a new instrument €“ the convergence and competitive instrument €“ to help MS implement structural reform and, at a later stage, on the creation of Eurobonds to allow the common issuance of public debt and the creation of a European redemption fund as a means of reducing public debt exceeding the 60% criteria.",prescriptive,prescriptive
164,165,6446,6446_59,"Speech: Portugal, Europe and the World",1/7/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_2,7-Jan-13,speech,2013,"
It is a voice which Europe needs. The voice of a country whose language is spoken by around 280 million people throughout the world. A country that has long had close relationships with various parts of the world which are currently undergoing some of the most remarkable developments.",none,none
165,166,6447,6447_16,"Speech by President Barroso ""Europe as Solution: Facts and Myths""",1/3/2013,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_1,3-Jan-13,speech,2013,"So one of the problems that this crisis revealed and which we are now seeking to correct was precisely the lack of powers at European level to correct the imbalances which began to emerge. 
Let us remember that banking supervision was conducted at national level and that there were no powers at European level. Let us remember that the mechanisms for applying the Stability and Growth Pact were weak, particularly the preventive part.",none,none
166,167,6483,6483_50,Ã¢Â€ÂœFrom war to peace: a European taleÃ¢Â€Â,12/10/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_930,10-Dec-12,speech,2012,"And we also remember that last year on this very podium three women were honoured for their non-violent struggle for the safety of women and for women's rights.  As a Union built on the founding value of equality between women and men, enshrined in the Treaty of Rome in 1957, we are committed to protecting women's rights all over the world and supporting women's empowerment. And we cherish the fundamental rights of those who are the most vulnerable, and hold the future in their hands: the children of this world.",none,none
167,168,6560,6560_28,Learning from Escher's legacy to face the challenges of tomorrow,11/16/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_846,16-Nov-12,speech,2012,"
To tackle this, Member States decided upon a Fiscal Compact, establishing stronger economic policy co-ordination between Eurozone governments. It will grant the European Commission greater powers to review national draft budgets so that debt and deficit levels remain sensible, sustainable and responsible. By the way, a far reaching intervention into national prerogatives.",prescriptive,prescriptive
168,169,6562,6562_5,And yet it's coming: a gender quota in business leadership,11/15/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_819,15-Nov-12,speech,2012,"No! According to a German Institute for Economic Research [DIW] survey, the proportion of women in executive boardrooms for 2011 was as low as in previous years: 3.2 % in the largest 100 commercial and savings banks and 3.6 % in the 59 insurance companies surveyed. The debate on a European quota has demonstrated one thing: those for or against the quota cannot simply be divided into camps based on gender or political leanings.",none,none
169,170,6594,6594_69,Why we need a United States of Europe now,11/8/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_796,8-Nov-12,speech,2012,"Closer European integration within a genuine economic and monetary union will in future call for very sensitive decisions to be taken at European level. Those decisions must not simply be left to troikas of independent financial experts! If Ireland is to be told to charge people for their water for the first time in its history, because of the urgent need to consolidate its public finances, not only should that decision be objectively correct, it should also be given democratic legitimacy through the European Parliament.",discretionary,discretionary
170,171,6625,6625_48,"JoaquÃƒÂ­n Almunia
Vice President of the European Commission responsible for Competition Policy
The Economic and Monetary Union, the euro and the financial crisis
Barcelona Graduate School of Economics Inaugural Lecture
Barcelona
22 October 2012",10/22/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_749,22-Oct-12,speech,2012,"Taken together, these two conditions maximise the likelihood that the taxpayer recovers most of the investment once the public participations in the entity are sold at market prices. According to this calendar, the whole Spanish financial system will be fully capitalised by mid-2013 at the latest. Ladies and Gentlemen,Dear students:
I said at the start that as we analyse the causes of the crisis and ponder its solutions we should never forget for a minute the impact it is having on the lives of millions of Europeans.",none,none
171,172,6639,6639_20,"Neelie Kroes
Vice-President of the European Commission responsible for the Digital Agenda
Connecting Europe: Fast Broadband for All
Broadband World Forum/Amsterdam,
16 October 2012",10/16/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_731,16-Oct-12,speech,2012,And save your tax money too: just using eProcurement could help save 100 billion euros a year. But it needs broadband for everyone. Or take new tele-health services.,none,discretionary
172,173,6736,6736_50,"JoaquÃƒÂ­n Almunia
Vice President of the European Commission responsible for Competition Policy
Perspective from the European Commission: Competition as a tool for sustainable recovery
6th Annual Global Antitrust Enforcement Symposium, Georgetown Law/ Washington DC
19 September 2012",9/19/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_620,19-Sep-12,speech,2012,"Consolidation at EU level can certainly be beneficial if it increases efficiency; for example, if a deal brings together operators active in different countries and with limited or no overlaps in their networks. But the risk is that the big incumbents may want to continue playing an asymmetric game in which they can move across the entire Single Market whereas their users and business customers cannot escape from their national borders. The EU competition authority has reviewed a number of mergers in several EU countries; some were approved with remedies and none was blocked.",prescriptive,discretionary
173,174,6750,6750_48,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
State of the Union 2012 Address
Plenary session of the European Parliament/Strasbourg
12 September 2012",9/12/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_596,12-Sep-12,speech,2012,"In some parts of Europe we are seeing a real social emergency. 
Rising poverty and massive levels of unemployment, especially among our young people. 
That is why we must strengthen social cohesion.",prescriptive,prescriptive
174,175,6751,6751_16,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
Intermediary and closing remarks by President Barroso following the State of the Union 2012 Address
Plenary session of the European Parliament/Strasbourg
12 September 2012",9/12/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_600,12-Sep-12,speech,2012,"
The Single Supervisory Mechanism will strengthen the Single Market. The proposal is designed not to create any wall in the Single Market. The ECB will apply the single rulebook, the substantive rules on bank capital requirements and so on, that are agreed by all 27 Member States.",none,none
175,176,6766,6766_49,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
Speech by President Barroso to European Union Heads of Delegation
Annual Conference of EU Heads of Delegation, EUSR and ChargÃƒÂ©s d'Affaires /Brussels
4 September 2012",9/4/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_585,4-Sep-12,speech,2012,"This will allow for Russia's economic diversification and better integration in the world economy. 
We should now make progress on the negotiation of a New Agreement that fully reflects the rich and substantive nature of our relations, from trade to energy, from political cooperation to people to people contacts. We will also continue our Partnership for Modernisation, which involves 25 out of 27 Member States, aiming at modernising both economic and social structures; economic and societal modernisation.",discretionary,discretionary
176,177,6774,6774_38,"Androulla VASSILIOU
Member of the European Commission responsible for Education, Culture, Multilingualism and Youth
Culture's role in the European Union's external relations
First International Culture Summit/Edinburgh
13 August 2012",8/13/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_576,13-Aug-12,speech,2012,"We stand at opposite ends of the Euro-Asian continent, with very different histories behind us, and we both value our cultural diversity very highly.  Yet we face common challenges €“ economic, environmental, even demographic €“ and our cooperation is essential if we are to overcome them.  And the key to successful cooperation is mutual understanding.",none,discretionary
177,178,6881,6881_41,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
Joint European Parliament Debate on the forthcoming European Council meeting and the Multiannual financial framework
European Parliament /Strasbourg
13 June 2012",6/13/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_440,13-Jun-12,speech,2012,"We must recognise that some countries do have opt outs. These opt outs must be taken into appropriate account in the future architecture. But they remain the exception, not the rule.",discretionary,discretionary
178,179,6898,6898_5,"Antonio TAJANI
European Commission Vice-President responsible for Industry and Entrepreneurship
Lectio Magistralis
European College / Parma
8 June 2012",6/8/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_430,8-Jun-12,speech,2012,"
In addition to this, some mechanisms to improve the effectiveness of EU action have been introduced, such as semi-automatic procedures and sanctions €“ even pecuniary ones €“ which have also been reinforced by the new Fiscal Compact. 
Within the scope of its mandate, the European Central Bank has undertaken extraordinary actions, such as the government bond buy-back on the secondary market and the emission of unlimited loans to European banks at a 1% rate for three years. 
All Member States suffering from excessive deficit and debt levels have undertaken structural reforms, expenditure cuts, tightening of fiscal policy, and have engaged in a harsh fight against tax evasion to strengthen their competitiveness and improve their balance sheets.",discretionary,discretionary
179,180,6906,6906_21,"Cecilia MalmstrÃƒÂ¶m
European Commissioner responsible for Home Affairs
Migration is an opportunity, not a threat
Global Hearing on refugees and Migration /Hague
5 June 2012",6/5/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_417,5-Jun-12,speech,2012,"3. Deeper stakeholder engagement
Returning to my four key requirements, the third requirement is for deeper engagement with stakeholders on migration policy. Governments cannot make effective policies in isolation.",discretionary,discretionary
180,181,6917,6917_23,"Viviane Reding
Vice-President of the European Commission, EU Justice Commissioner
Observations on the EU Charter of Fundamental Rights and the future of the European Union
XXV Congress of FIDE (FÃƒÂ©dÃƒÂ©ration Internationale pour le Droit EuropÃƒÂ©en)
Tallinn, 31 May 2012",5/31/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_403,31-May-12,speech,2012,"It was a political commitment to take fundamental rights more seriously in the EU institutions. But it needed more to ensure that politicians and officials paid more than just lip service to the Charter. As Fundamental Rights Commissioner, I have had to exert political pressure on colleagues on more than one occasion to ensure that the Charter was taken seriously in one of their proposals, and I did so with the strong support of the President and of the Legal Service of the Commission.",none,none
181,182,6925,6925_39,"Antonio TAJANI
Vice-President of the European Commission responsible for Industry and Entrepreneurship
""Mission Growth: Europe at the Lead of the New Industrial Revolution""
High-level conference
Brussels, 29th May 2012",5/29/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_395,29-May-12,speech,2012,"These changes will be pushed by new ideas and professional roles which will replace traditional production methods and skills. Easier access to credit and risk capital as well as banking and financial system more focused on enterprises keen on new projects will be needed. The ones who will be more open to change and will demonstrate ability to quickly adapt, by seizing the opportunities, those will win.",none,discretionary
182,183,6990,6990_45,"Viviane Reding
Vice-President of the European Commission, EU Justice Commissioner
Strong and independent data protection authorities: the bedrock of the EU's data protection reform
Spring Conference of European Data Protection Authorities
Luxembourg 3 May 2012",5/3/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_316,3-May-12,speech,2012,"However, this does not mean automatically that the amount of work will increase. On the contrary, the one-stop-shop and the end of the general notification requirement should reduce the workload of data protection authorities. The Regulation requires each Member State to ensure that the data protection authority is provided with the resources, premises and infrastructure necessary for the effective performance of its duties.",prescriptive,prescriptive
183,184,7057,7057_45,"JoaquÃƒÂ­n Almunia
Vice President of the European Commission responsible for Competition Policy
Competition policy for the post-crisis era",3/30/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_249,30-Mar-12,speech,2012,"We have specific guidelines for the public funding of new broadband networks and some of their provisions ensure that the public investments have pro-competitive effects. For instance, they provide that publicly-funded networks must give access to all operators. In this way, these networks can promote competition among service providers.",prescriptive,prescriptive
184,185,7153,7153_18,"Viviane Reding
Vice-President of the European Commission, EU Justice Commissioner
The EU and the UK: Continuing to fulfil Winston Churchill's vision?
European Week Conference Series 2012 of the King's College London
London, 1 March 2012",3/1/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_155,1-Mar-12,speech,2012,"As a new digital economy emerges, so does the need to break down new barriers.  In other words, we need to keep up with the changing nature of the Single Market; there is a move to trade increasingly in services and digital content products; purchasing online with our credit cards.  In other words: our Single Market must also become a digital Single Market.",prescriptive,prescriptive
185,186,7161,7161_31,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
Speech by President Barroso: ""European Governance and the Community Method""
Conference on the Community Method
Brussels, 28 February 2012",2/28/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_129,28-Feb-12,speech,2012," Over thirty pieces of legislation have been tabled including the creation of independent supervising authorities €“ another complete novelty agreed by the 27 Member States, independent supervising authorities at the European level €“ and also rules on derivatives, naked short selling and credit default swaps and another system of remuneration for bankers.  
In addition, last November, the Commission published a Green Paper on the feasibility of introducing Eurobonds. Not perhaps the most popular document in every European capital, but a clear sign of the Commission's political determination to advance the strategic European common interest at this time.",discretionary,discretionary
186,187,7172,7172_17,"JosÃƒÂ© Manuel DurÃƒÂ£o Barroso
President of the European Commission
Speech by President Barroso: ""A stronger Europe in stormy times""
Matthiae Mahlzeit, Hamburger Rathaus
Hamburg, 24 February 2012",2/24/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_123,24-Feb-12,speech,2012,"A new page in world history is just being written. This new chapter is about the new multi-polar world order and its powers in the 21st century. It is now and today that Europe decides whether it will be one of the players in this new order, whether it will be subject or object.",none,none
187,188,7175,7175_15,"Michel BARNIER
Member of the European Commission, responsible for Internal Market and Services
Restoring stability and growth: Europe is taking the right decisions
U.S. Chamber of Commerce
Washington, DC, 23 February 2012",2/23/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_121,23-Feb-12,speech,2012,"In a few weeks, the European Commission will have tabled all the texts implementing the G20's financial regulation agenda. 
This will transform G20 commitments into binding European law. We are changing the face of European financial markets.",none,none
188,189,7188,7188_15,"Karel De Gucht
European Commissioner for Trade
EU-Asian Cooperation in an Era of Transformation
Foreign Correspondents' Club
Honk Kong, 16 February 2012",2/16/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_102,16-Feb-12,speech,2012,"
That is not the case just for Europeans or Americans. From Brazil to Mexico and Turkey to Korea, people are increasingly in two minds about cooperation and competition with China - a partner whose economic emergence has stupefied citizens and businessmen since it joined the WTO 10 years ago. More and more people are asking whether the international economic and legal framework is still valid under the circumstances, especially since updating it has become much more difficult in a world of divergent interests that still requires consensus.",none,none
189,190,7237,7237_18,"Viviane Reding
Vice-President of the European Commission, 
EU Justice Commissioner
20 years after Maastricht - Quo vadis, Europa?
Speech on the occasion of the 1st anniversary of the Press Club Brussels Europe
Brussels, 1st February 2012",2/1/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_58,1-Feb-12,speech,2012,"So, what about the crisis? 
Yes, we have a crisis. Not a crisis of the Euro which is and remains a stable currency.",none,none
190,191,7259,7259_30,"Michel BARNIER
Member of the European Commission, responsible for Internal Market and Services
""Financial regulation - a review of 2011 and a forward look to 2012""
City of London Event at the Guildhall
London, 23rd January 2012",1/23/2012,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_23,23-Jan-12,speech,2012,"I am convinced that we have got the balance right there. In keeping with the principle of subsidiarity. 
2. Concerns around capital requirements
The same applies for the implementation of Basel 3 rules on capital requirements.",discretionary,discretionary
